CCAA,YEAR,CCAAYEARACT,CCAAYEARANT,PIB_VALOR,PIB_NORMALIZADO,PIB_VAR_INTERANUAL,RATIO_NORM,PARO_TASA,PARO_VAR_INTERANUAL
ANDALUCIA,1980,ANDALUCIA1980,ANDALUCIA1979,"11,658",100,0,0.008577801,17.41,0
ANDALUCIA,1981,ANDALUCIA1981,ANDALUCIA1980,"13,048",112,"1,390",,19.795,2.385
ANDALUCIA,1982,ANDALUCIA1982,ANDALUCIA1981,"15,353",132,"2,305",,20.5375,0.7425
ANDALUCIA,1983,ANDALUCIA1983,ANDALUCIA1982,"17,657",151,"2,304",,22.4125,1.875
ANDALUCIA,1984,ANDALUCIA1984,ANDALUCIA1983,"19,870",170,"2,213",,28.905,6.4925
ANDALUCIA,1985,ANDALUCIA1985,ANDALUCIA1984,"22,632",194,"2,762",,29.6775,0.7725
ANDALUCIA,1986,ANDALUCIA1986,ANDALUCIA1985,"25,803",221,"3,171",,30.085,0.4075
ANDALUCIA,1987,ANDALUCIA1987,ANDALUCIA1986,"29,334",252,"3,531",,30.49,0.405
ANDALUCIA,1988,ANDALUCIA1988,ANDALUCIA1987,"32,427",278,"3,093",,28.6775,-1.8125
ANDALUCIA,1989,ANDALUCIA1989,ANDALUCIA1988,"35,921",308,"3,494",,26.9975,-1.68
ANDALUCIA,1990,ANDALUCIA1990,ANDALUCIA1989,"41,133",353,"5,212",,25.525,-1.4725
ANDALUCIA,1991,ANDALUCIA1991,ANDALUCIA1990,"45,140",387,"4,007",,25.7375,0.2125
ANDALUCIA,1992,ANDALUCIA1992,ANDALUCIA1991,"48,037",412,"2,897",,28.18,2.4425
ANDALUCIA,1993,ANDALUCIA1993,ANDALUCIA1992,"49,018",420,981,,32.9725,4.7925
ANDALUCIA,1994,ANDALUCIA1994,ANDALUCIA1993,"52,275",448,"3,257",,34.59,1.6175
ANDALUCIA,1995,ANDALUCIA1995,ANDALUCIA1994,"55,690",478,"3,415",,33.91,-0.68
ANDALUCIA,1996,ANDALUCIA1996,ANDALUCIA1995,"58,969",506,"3,279",,32.3475,-1.5625
ANDALUCIA,1997,ANDALUCIA1997,ANDALUCIA1996,"67,727",581,"8,758",,31.485,-0.8625
ANDALUCIA,1998,ANDALUCIA1998,ANDALUCIA1997,"71,723",615,"3,996",,29.13,-2.355
ANDALUCIA,1999,ANDALUCIA1999,ANDALUCIA1998,"76,528",656,"4,805",,26.38,-2.75
ANDALUCIA,2000,ANDALUCIA2000,ANDALUCIA1999,"83,844",719,"7,316",,24.1275,-2.2525
ANDALUCIA,2001,ANDALUCIA2001,ANDALUCIA2000,"90,572",777,"6,728",,18.67,-5.4575
ANDALUCIA,2002,ANDALUCIA2002,ANDALUCIA2001,"97,741",838,"7,169",,19.58625,0.91625
ANDALUCIA,2003,ANDALUCIA2003,ANDALUCIA2002,"106,529",914,"8,788",,18.45,-1.13625
ANDALUCIA,2004,ANDALUCIA2004,ANDALUCIA2003,"115,478",991,"8,949",,16.9925,-1.4575
ANDALUCIA,2005,ANDALUCIA2005,ANDALUCIA2004,"125,646","1,078","10,168",,13.825,-3.1675
ANDALUCIA,2006,ANDALUCIA2006,ANDALUCIA2005,"135,827","1,165","10,181",,12.6225,-1.2025
ANDALUCIA,2007,ANDALUCIA2007,ANDALUCIA2006,"144,949","1,243","9,122",,12.75,0.1275
ANDALUCIA,2008,ANDALUCIA2008,ANDALUCIA2007,"148,915","1,277","3,966",,17.7025,4.9525
ANDALUCIA,2009,ANDALUCIA2009,ANDALUCIA2008,"142,995","1,227","-5,920",,25.245,7.5425
ANDALUCIA,2010,ANDALUCIA2010,ANDALUCIA2009,"146,125","1,253","3,130",,27.7725,2.5275
ANDALUCIA,2011,ANDALUCIA2011,ANDALUCIA2010,"144,652","1,241","-1,473",,30.13,2.3575
ANDALUCIA,2012,ANDALUCIA2012,ANDALUCIA2011,"139,710","1,198","-4,942",,34.3525,4.2225
ANDALUCIA,2013,ANDALUCIA2013,ANDALUCIA2012,"137,377","1,178","-2,333",,36.2225,1.87
ANDALUCIA,2014,ANDALUCIA2014,ANDALUCIA2013,"139,084","1,193","1,707",,34.78,-1.4425
ANDALUCIA,2015,ANDALUCIA2015,ANDALUCIA2014,"145,051","1,244","5,967",,31.54,-3.24
ANDALUCIA,2016,ANDALUCIA2016,ANDALUCIA2015,"149,515","1,283","4,464",,28.885,-2.655
ANDALUCIA,2017,ANDALUCIA2017,ANDALUCIA2016,"155,213","1,331","5,698",,25.505,-3.38
ARAGON,1980,ARAGON1980,ARAGON1979,"3,116",100,0,0.032092426,8.6175,0
ARAGON,1981,ARAGON1981,ARAGON1980,"3,417",110,301,,11.79,3.1725
ARAGON,1982,ARAGON1982,ARAGON1981,"3,999",128,582,,12.2125,0.4225
ARAGON,1983,ARAGON1983,ARAGON1982,"4,724",152,725,,13.6825,1.47
ARAGON,1984,ARAGON1984,ARAGON1983,"5,414",174,690,,15.19,1.5075
ARAGON,1985,ARAGON1985,ARAGON1984,"5,866",188,452,,17.255,2.065
ARAGON,1986,ARAGON1986,ARAGON1985,"6,670",214,804,,15.9975,-1.2575
ARAGON,1987,ARAGON1987,ARAGON1986,"7,406",238,736,,14.0075,-1.99
ARAGON,1988,ARAGON1988,ARAGON1987,"8,478",272,"1,072",,13.935,-0.0725
ARAGON,1989,ARAGON1989,ARAGON1988,"9,488",304,"1,010",,12.155,-1.78
ARAGON,1990,ARAGON1990,ARAGON1989,"10,396",334,908,,9.535,-2.62
ARAGON,1991,ARAGON1991,ARAGON1990,"11,392",366,996,,10.0525,0.5175
ARAGON,1992,ARAGON1992,ARAGON1991,"12,140",390,748,,12.305,2.2525
ARAGON,1993,ARAGON1993,ARAGON1992,"12,473",400,333,,16.9525,4.6475
ARAGON,1994,ARAGON1994,ARAGON1993,"13,207",424,734,,18.3025,1.35
ARAGON,1995,ARAGON1995,ARAGON1994,"14,136",454,929,,16.0575,-2.245
ARAGON,1996,ARAGON1996,ARAGON1995,"14,833",476,697,,15.28,-0.7775
ARAGON,1997,ARAGON1997,ARAGON1996,"16,496",529,"1,663",,14.05,-1.23
ARAGON,1998,ARAGON1998,ARAGON1997,"17,248",554,752,,11.3675,-2.6825
ARAGON,1999,ARAGON1999,ARAGON1998,"18,105",581,857,,9.2025,-2.165
ARAGON,2000,ARAGON2000,ARAGON1999,"19,576",628,"1,471",,7.1975,-2.005
ARAGON,2001,ARAGON2001,ARAGON2000,"20,963",673,"1,387",,4.99,-2.2075
ARAGON,2002,ARAGON2002,ARAGON2001,"22,687",728,"1,724",,5.825,0.835
ARAGON,2003,ARAGON2003,ARAGON2002,"24,293",780,"1,606",,6.6325,0.8075
ARAGON,2004,ARAGON2004,ARAGON2003,"25,957",833,"1,664",,5.6575,-0.975
ARAGON,2005,ARAGON2005,ARAGON2004,"27,956",897,"1,999",,5.895,0.2375
ARAGON,2006,ARAGON2006,ARAGON2005,"30,295",972,"2,339",,5.5275,-0.3675
ARAGON,2007,ARAGON2007,ARAGON2006,"32,907","1,056","2,612",,5.305,-0.2225
ARAGON,2008,ARAGON2008,ARAGON2007,"34,072","1,093","1,165",,7.285,1.98
ARAGON,2009,ARAGON2009,ARAGON2008,"32,498","1,043","-1,574",,13.0525,5.7675
ARAGON,2010,ARAGON2010,ARAGON2009,"34,406","1,104","1,908",,14.955,1.9025
ARAGON,2011,ARAGON2011,ARAGON2010,"33,917","1,088",-489,,17.0775,2.1225
ARAGON,2012,ARAGON2012,ARAGON2011,"32,535","1,044","-1,382",,18.665,1.5875
ARAGON,2013,ARAGON2013,ARAGON2012,"32,584","1,046",49,,21.3825,2.7175
ARAGON,2014,ARAGON2014,ARAGON2013,"32,801","1,053",217,,20.1725,-1.21
ARAGON,2015,ARAGON2015,ARAGON2014,"33,442","1,073",641,,16.29,-3.8825
ARAGON,2016,ARAGON2016,ARAGON2015,"34,368","1,103",926,,14.74,-1.55
ARAGON,2017,ARAGON2017,ARAGON2016,"36,054","1,157","1,686",,11.645,-3.095
ASTURIAS,1980,ASTURIAS1980,ASTURIAS1979,"2,542",100,0,0.039339103,8.4075,0
ASTURIAS,1981,ASTURIAS1981,ASTURIAS1980,"2,886",114,344,,11.7525,3.345
ASTURIAS,1982,ASTURIAS1982,ASTURIAS1981,"3,385",133,499,,13.7075,1.955
ASTURIAS,1983,ASTURIAS1983,ASTURIAS1982,"3,763",148,378,,13.895,0.1875
ASTURIAS,1984,ASTURIAS1984,ASTURIAS1983,"4,198",165,435,,15.66,1.765
ASTURIAS,1985,ASTURIAS1985,ASTURIAS1984,"4,809",189,611,,18.3975,2.7375
ASTURIAS,1986,ASTURIAS1986,ASTURIAS1985,"5,538",218,729,,18.575,0.1775
ASTURIAS,1987,ASTURIAS1987,ASTURIAS1986,"5,867",231,329,,20.2625,1.6875
ASTURIAS,1988,ASTURIAS1988,ASTURIAS1987,"6,433",253,566,,19.4525,-0.81
ASTURIAS,1989,ASTURIAS1989,ASTURIAS1988,"7,170",282,737,,18.005,-1.4475
ASTURIAS,1990,ASTURIAS1990,ASTURIAS1989,"7,728",304,558,,17.485,-0.52
ASTURIAS,1991,ASTURIAS1991,ASTURIAS1990,"8,350",328,622,,15.5225,-1.9625
ASTURIAS,1992,ASTURIAS1992,ASTURIAS1991,"9,085",357,735,,16.8225,1.3
ASTURIAS,1993,ASTURIAS1993,ASTURIAS1992,"9,258",364,173,,20.525,3.7025
ASTURIAS,1994,ASTURIAS1994,ASTURIAS1993,"9,792",385,534,,21.9525,1.4275
ASTURIAS,1995,ASTURIAS1995,ASTURIAS1994,"10,558",415,766,,20.355,-1.5975
ASTURIAS,1996,ASTURIAS1996,ASTURIAS1995,"11,070",435,512,,20.93,0.575
ASTURIAS,1997,ASTURIAS1997,ASTURIAS1996,"11,572",455,502,,20.9525,0.0225
ASTURIAS,1998,ASTURIAS1998,ASTURIAS1997,"12,355",486,783,,18.8425,-2.11
ASTURIAS,1999,ASTURIAS1999,ASTURIAS1998,"12,724",501,369,,17.8675,-0.975
ASTURIAS,2000,ASTURIAS2000,ASTURIAS1999,"13,896",547,"1,172",,16.98,-0.8875
ASTURIAS,2001,ASTURIAS2001,ASTURIAS2000,"14,957",588,"1,061",,7.7375,-9.2425
ASTURIAS,2002,ASTURIAS2002,ASTURIAS2001,"15,882",625,925,,9.7675,2.03
ASTURIAS,2003,ASTURIAS2003,ASTURIAS2002,"16,852",663,970,,11.3,1.5325
ASTURIAS,2004,ASTURIAS2004,ASTURIAS2003,"18,002",708,"1,150",,10.3225,-0.9775
ASTURIAS,2005,ASTURIAS2005,ASTURIAS2004,"19,568",770,"1,566",,10.0375,-0.285
ASTURIAS,2006,ASTURIAS2006,ASTURIAS2005,"21,365",840,"1,797",,9.1625,-0.875
ASTURIAS,2007,ASTURIAS2007,ASTURIAS2006,"22,937",902,"1,572",,8.4175,-0.745
ASTURIAS,2008,ASTURIAS2008,ASTURIAS2007,"23,737",934,800,,8.5,0.0825
ASTURIAS,2009,ASTURIAS2009,ASTURIAS2008,"22,726",894,"-1,011",,13.42,4.92
ASTURIAS,2010,ASTURIAS2010,ASTURIAS2009,"22,869",900,143,,15.915,2.495
ASTURIAS,2011,ASTURIAS2011,ASTURIAS2010,"22,465",884,-404,,17.84,1.925
ASTURIAS,2012,ASTURIAS2012,ASTURIAS2011,"21,419",843,"-1,046",,21.8225,3.9825
ASTURIAS,2013,ASTURIAS2013,ASTURIAS2012,"20,669",813,-750,,24.1275,2.305
ASTURIAS,2014,ASTURIAS2014,ASTURIAS2013,"20,563",809,-106,,21.1275,-3
ASTURIAS,2015,ASTURIAS2015,ASTURIAS2014,"21,219",835,656,,19.11,-2.0175
ASTURIAS,2016,ASTURIAS2016,ASTURIAS2015,"21,628",851,409,,17.6075,-1.5025
ASTURIAS,2017,ASTURIAS2017,ASTURIAS2016,"22,708",893,"1,080",,13.7125,-3.895
BALEARES,1980,BALEARES1980,BALEARES1979,"1,797",100,0,0.055648303,8.01,0
BALEARES,1981,BALEARES1981,BALEARES1980,"2,109",117,312,,9.9725,1.9625
BALEARES,1982,BALEARES1982,BALEARES1981,"2,506",139,397,,11.745,1.7725
BALEARES,1983,BALEARES1983,BALEARES1982,"2,930",163,424,,13.9275,2.1825
BALEARES,1984,BALEARES1984,BALEARES1983,"3,422",190,492,,14.0475,0.12
BALEARES,1985,BALEARES1985,BALEARES1984,"4,057",226,635,,13.795,-0.2525
BALEARES,1986,BALEARES1986,BALEARES1985,"4,538",253,481,,14.1925,0.3975
BALEARES,1987,BALEARES1987,BALEARES1986,"5,150",287,612,,13.9525,-0.24
BALEARES,1988,BALEARES1988,BALEARES1987,"5,716",318,566,,10.9175,-3.035
BALEARES,1989,BALEARES1989,BALEARES1988,"6,258",348,542,,10.7625,-0.155
BALEARES,1990,BALEARES1990,BALEARES1989,"7,108",396,850,,10.5425,-0.22
BALEARES,1991,BALEARES1991,BALEARES1990,"7,915",440,807,,10.095,-0.4475
BALEARES,1992,BALEARES1992,BALEARES1991,"8,648",481,733,,11.5475,1.4525
BALEARES,1993,BALEARES1993,BALEARES1992,"9,016",502,368,,17.835,6.2875
BALEARES,1994,BALEARES1994,BALEARES1993,"9,723",541,707,,17.8,-0.035
BALEARES,1995,BALEARES1995,BALEARES1994,"10,421",580,698,,14.31,-3.49
BALEARES,1996,BALEARES1996,BALEARES1995,"10,962",610,541,,13.41,-0.9
BALEARES,1997,BALEARES1997,BALEARES1996,"12,118",674,"1,156",,11.78,-1.63
BALEARES,1998,BALEARES1998,BALEARES1997,"13,151",732,"1,033",,11.285,-0.495
BALEARES,1999,BALEARES1999,BALEARES1998,"14,559",810,"1,408",,8.09,-3.195
BALEARES,2000,BALEARES2000,BALEARES1999,"16,110",896,"1,551",,6.525,-1.565
BALEARES,2001,BALEARES2001,BALEARES2000,"17,475",972,"1,365",,5.9475,-0.5775
BALEARES,2002,BALEARES2002,BALEARES2001,"18,582","1,034","1,107",,7.61375,1.66625
BALEARES,2003,BALEARES2003,BALEARES2002,"19,609","1,091","1,027",,9.775,2.16125
BALEARES,2004,BALEARES2004,BALEARES2003,"21,011","1,169","1,402",,9.1675,-0.6075
BALEARES,2005,BALEARES2005,BALEARES2004,"22,661","1,261","1,650",,7.2925,-1.875
BALEARES,2006,BALEARES2006,BALEARES2005,"24,473","1,362","1,812",,6.5,-0.7925
BALEARES,2007,BALEARES2007,BALEARES2006,"26,143","1,455","1,670",,7.2175,0.7175
BALEARES,2008,BALEARES2008,BALEARES2007,"27,197","1,513","1,054",,10.1875,2.97
BALEARES,2009,BALEARES2009,BALEARES2008,"26,405","1,469",-792,,17.97,7.7825
BALEARES,2010,BALEARES2010,BALEARES2009,"26,195","1,458",-210,,20.18,2.21
BALEARES,2011,BALEARES2011,BALEARES2010,"26,030","1,449",-165,,21.9475,1.7675
BALEARES,2012,BALEARES2012,BALEARES2011,"25,647","1,427",-383,,23.2575,1.31
BALEARES,2013,BALEARES2013,BALEARES2012,"25,508","1,419",-139,,22.335,-0.9225
BALEARES,2014,BALEARES2014,BALEARES2013,"26,301","1,464",793,,20.14,-2.195
BALEARES,2015,BALEARES2015,BALEARES2014,"27,338","1,521","1,037",,17.41,-2.73
BALEARES,2016,BALEARES2016,BALEARES2015,"28,651","1,594","1,313",,13.9575,-3.4525
BALEARES,2017,BALEARES2017,BALEARES2016,"29,911","1,664","1,260",,12.5275,-1.43
CANARIAS,1980,CANARIAS1980,CANARIAS1979,"3,284",100,0,0.03045067,12.3225,0
CANARIAS,1981,CANARIAS1981,CANARIAS1980,"3,714",113,430,,16.2275,3.905
CANARIAS,1982,CANARIAS1982,CANARIAS1981,"4,291",131,577,,18.2175,1.99
CANARIAS,1983,CANARIAS1983,CANARIAS1982,"5,042",154,751,,19.11,0.8925
CANARIAS,1984,CANARIAS1984,CANARIAS1983,"5,480",167,438,,22.3525,3.2425
CANARIAS,1985,CANARIAS1985,CANARIAS1984,"5,862",179,382,,25.6775,3.325
CANARIAS,1986,CANARIAS1986,CANARIAS1985,"6,941",211,"1,079",,25.72,0.0425
CANARIAS,1987,CANARIAS1987,CANARIAS1986,"7,792",237,851,,23.795,-1.925
CANARIAS,1988,CANARIAS1988,CANARIAS1987,"8,839",269,"1,047",,22.0125,-1.7825
CANARIAS,1989,CANARIAS1989,CANARIAS1988,"9,619",293,780,,21.2475,-0.765
CANARIAS,1990,CANARIAS1990,CANARIAS1989,"10,512",320,893,,22.9775,1.73
CANARIAS,1991,CANARIAS1991,CANARIAS1990,"11,465",349,953,,24.6125,1.635
CANARIAS,1992,CANARIAS1992,CANARIAS1991,"12,662",386,"1,197",,24.8225,0.21
CANARIAS,1993,CANARIAS1993,CANARIAS1992,"13,618",415,956,,28.24,3.4175
CANARIAS,1994,CANARIAS1994,CANARIAS1993,"14,513",442,895,,26.47,-1.77
CANARIAS,1995,CANARIAS1995,CANARIAS1994,"15,514",472,"1,001",,23.55,-2.92
CANARIAS,1996,CANARIAS1996,CANARIAS1995,"16,371",499,857,,21.94,-1.61
CANARIAS,1997,CANARIAS1997,CANARIAS1996,"19,376",590,"3,005",,19.69,-2.25
CANARIAS,1998,CANARIAS1998,CANARIAS1997,"21,135",644,"1,759",,18.465,-1.225
CANARIAS,1999,CANARIAS1999,CANARIAS1998,"23,515",716,"2,380",,14.2325,-4.2325
CANARIAS,2000,CANARIAS2000,CANARIAS1999,"25,313",771,"1,798",,13.4175,-0.815
CANARIAS,2001,CANARIAS2001,CANARIAS2000,"27,670",843,"2,357",,10.75,-2.6675
CANARIAS,2002,CANARIAS2002,CANARIAS2001,"29,789",907,"2,119",,11.10375,0.35375
CANARIAS,2003,CANARIAS2003,CANARIAS2002,"32,112",978,"2,323",,11.34,0.23625
CANARIAS,2004,CANARIAS2004,CANARIAS2003,"34,166","1,040","2,054",,11.9225,0.5825
CANARIAS,2005,CANARIAS2005,CANARIAS2004,"36,642","1,116","2,476",,11.7075,-0.215
CANARIAS,2006,CANARIAS2006,CANARIAS2005,"39,274","1,196","2,632",,11.62,-0.0875
CANARIAS,2007,CANARIAS2007,CANARIAS2006,"41,735","1,271","2,461",,10.4525,-1.1675
CANARIAS,2008,CANARIAS2008,CANARIAS2007,"42,907","1,307","1,172",,17.235,6.7825
CANARIAS,2009,CANARIAS2009,CANARIAS2008,"41,258","1,256","-1,649",,26,8.765
CANARIAS,2010,CANARIAS2010,CANARIAS2009,"41,249","1,256",-9,,28.6,2.6
CANARIAS,2011,CANARIAS2011,CANARIAS2010,"41,048","1,250",-201,,29.28,0.68
CANARIAS,2012,CANARIAS2012,CANARIAS2011,"39,799","1,212","-1,249",,32.575,3.295
CANARIAS,2013,CANARIAS2013,CANARIAS2012,"39,556","1,205",-243,,33.73,1.155
CANARIAS,2014,CANARIAS2014,CANARIAS2013,"39,832","1,213",276,,32.4175,-1.3125
CANARIAS,2015,CANARIAS2015,CANARIAS2014,"40,923","1,246","1,091",,29.105,-3.3125
CANARIAS,2016,CANARIAS2016,CANARIAS2015,"42,460","1,293","1,537",,26.06,-3.045
CANARIAS,2017,CANARIAS2017,CANARIAS2016,"44,206","1,346","1,746",,23.4725,-2.5875
CANTABRIA,1980,CANTABRIA1980,CANTABRIA1979,"1,338",100,0,0.074738416,7.47,0
CANTABRIA,1981,CANTABRIA1981,CANTABRIA1980,"1,549",116,211,,10.3125,2.8425
CANTABRIA,1982,CANTABRIA1982,CANTABRIA1981,"1,742",130,193,,12.4175,2.105
CANTABRIA,1983,CANTABRIA1983,CANTABRIA1982,"1,979",148,237,,12.6075,0.19
CANTABRIA,1984,CANTABRIA1984,CANTABRIA1983,"2,235",167,256,,15.985,3.3775
CANTABRIA,1985,CANTABRIA1985,CANTABRIA1984,"2,360",176,125,,15.6425,-0.3425
CANTABRIA,1986,CANTABRIA1986,CANTABRIA1985,"2,549",191,189,,17.7125,2.07
CANTABRIA,1987,CANTABRIA1987,CANTABRIA1986,"2,807",210,258,,18.785,1.0725
CANTABRIA,1988,CANTABRIA1988,CANTABRIA1987,"3,260",244,453,,20.635,1.85
CANTABRIA,1989,CANTABRIA1989,CANTABRIA1988,"3,713",278,453,,17.6525,-2.9825
CANTABRIA,1990,CANTABRIA1990,CANTABRIA1989,"4,005",299,292,,16.7675,-0.885
CANTABRIA,1991,CANTABRIA1991,CANTABRIA1990,"4,296",321,291,,15.9425,-0.825
CANTABRIA,1992,CANTABRIA1992,CANTABRIA1991,"4,691",351,395,,16.645,0.7025
CANTABRIA,1993,CANTABRIA1993,CANTABRIA1992,"4,765",356,74,,19.83,3.185
CANTABRIA,1994,CANTABRIA1994,CANTABRIA1993,"5,084",380,319,,23.355,3.525
CANTABRIA,1995,CANTABRIA1995,CANTABRIA1994,"5,455",408,371,,22.4375,-0.9175
CANTABRIA,1996,CANTABRIA1996,CANTABRIA1995,"5,725",428,270,,23.87,1.4325
CANTABRIA,1997,CANTABRIA1997,CANTABRIA1996,"6,145",459,420,,20.69,-3.18
CANTABRIA,1998,CANTABRIA1998,CANTABRIA1997,"6,617",495,472,,17.785,-2.905
CANTABRIA,1999,CANTABRIA1999,CANTABRIA1998,"7,124",532,507,,15.3375,-2.4475
CANTABRIA,2000,CANTABRIA2000,CANTABRIA1999,"7,779",581,655,,13.36,-1.9775
CANTABRIA,2001,CANTABRIA2001,CANTABRIA2000,"8,482",634,703,,8.6925,-4.6675
CANTABRIA,2002,CANTABRIA2002,CANTABRIA2001,"9,148",684,666,,10.035,1.3425
CANTABRIA,2003,CANTABRIA2003,CANTABRIA2002,"9,741",728,593,,10.41,0.375
CANTABRIA,2004,CANTABRIA2004,CANTABRIA2003,"10,491",784,750,,10.5625,0.1525
CANTABRIA,2005,CANTABRIA2005,CANTABRIA2004,"11,424",854,933,,8.505,-2.0575
CANTABRIA,2006,CANTABRIA2006,CANTABRIA2005,"12,360",924,936,,6.465,-2.04
CANTABRIA,2007,CANTABRIA2007,CANTABRIA2006,"13,348",998,988,,5.9625,-0.5025
CANTABRIA,2008,CANTABRIA2008,CANTABRIA2007,"13,889","1,038",541,,7.16,1.1975
CANTABRIA,2009,CANTABRIA2009,CANTABRIA2008,"13,346",997,-543,,12,4.84
CANTABRIA,2010,CANTABRIA2010,CANTABRIA2009,"12,826",959,-520,,13.7,1.7
CANTABRIA,2011,CANTABRIA2011,CANTABRIA2010,"12,592",941,-234,,15.3,1.6
CANTABRIA,2012,CANTABRIA2012,CANTABRIA2011,"12,152",908,-440,,17.7925,2.4925
CANTABRIA,2013,CANTABRIA2013,CANTABRIA2012,"11,750",878,-402,,20.4475,2.655
CANTABRIA,2014,CANTABRIA2014,CANTABRIA2013,"11,936",892,186,,19.4175,-1.03
CANTABRIA,2015,CANTABRIA2015,CANTABRIA2014,"12,196",912,260,,17.6475,-1.77
CANTABRIA,2016,CANTABRIA2016,CANTABRIA2015,"12,543",937,347,,14.9075,-2.74
CANTABRIA,2017,CANTABRIA2017,CANTABRIA2016,"13,083",978,540,,13.565,-1.3425
CASTILLA LA MANCHA,1980,CASTILLA LA MANCHA1980,CASTILLA LA MANCHA1979,"3,288",100,0,0.030413625,10.6575,0
CASTILLA LA MANCHA,1981,CASTILLA LA MANCHA1981,CASTILLA LA MANCHA1980,"3,612",110,324,,13.95,3.2925
CASTILLA LA MANCHA,1982,CASTILLA LA MANCHA1982,CASTILLA LA MANCHA1981,"4,166",127,554,,13.7325,-0.2175
CASTILLA LA MANCHA,1983,CASTILLA LA MANCHA1983,CASTILLA LA MANCHA1982,"4,692",143,526,,14.0825,0.35
CASTILLA LA MANCHA,1984,CASTILLA LA MANCHA1984,CASTILLA LA MANCHA1983,"5,359",163,667,,16.275,2.1925
CASTILLA LA MANCHA,1985,CASTILLA LA MANCHA1985,CASTILLA LA MANCHA1984,"6,247",190,888,,16.6025,0.3275
CASTILLA LA MANCHA,1986,CASTILLA LA MANCHA1986,CASTILLA LA MANCHA1985,"6,805",207,558,,15.1675,-1.435
CASTILLA LA MANCHA,1987,CASTILLA LA MANCHA1987,CASTILLA LA MANCHA1986,"7,807",237,"1,002",,15.0025,-0.165
CASTILLA LA MANCHA,1988,CASTILLA LA MANCHA1988,CASTILLA LA MANCHA1987,"8,832",269,"1,025",,15.1125,0.11
CASTILLA LA MANCHA,1989,CASTILLA LA MANCHA1989,CASTILLA LA MANCHA1988,"10,026",305,"1,194",,14.1925,-0.92
CASTILLA LA MANCHA,1990,CASTILLA LA MANCHA1990,CASTILLA LA MANCHA1989,"11,128",338,"1,102",,13.09,-1.1025
CASTILLA LA MANCHA,1991,CASTILLA LA MANCHA1991,CASTILLA LA MANCHA1990,"12,132",369,"1,004",,13.1675,0.0775
CASTILLA LA MANCHA,1992,CASTILLA LA MANCHA1992,CASTILLA LA MANCHA1991,"13,053",397,921,,15.66,2.4925
CASTILLA LA MANCHA,1993,CASTILLA LA MANCHA1993,CASTILLA LA MANCHA1992,"13,286",404,233,,19.5325,3.8725
CASTILLA LA MANCHA,1994,CASTILLA LA MANCHA1994,CASTILLA LA MANCHA1993,"13,926",424,640,,19.6975,0.165
CASTILLA LA MANCHA,1995,CASTILLA LA MANCHA1995,CASTILLA LA MANCHA1994,"14,874",452,948,,20.19,0.4925
CASTILLA LA MANCHA,1996,CASTILLA LA MANCHA1996,CASTILLA LA MANCHA1995,"15,891",483,"1,017",,19.43,-0.76
CASTILLA LA MANCHA,1997,CASTILLA LA MANCHA1997,CASTILLA LA MANCHA1996,"17,660",537,"1,769",,18.48,-0.95
