CCAA,YEAR,CCAAYEARACT,CCAAYEARANT,PIB_VALOR,PIB_NORMALIZADO,PIB_VAR_INTERANUAL,RATIO_NORM,PARO_TASA,PARO_VAR_INTERANUAL
GALICIA,2013,GALICIA2013,GALICIA2012,"53,710",983,-313,,22.0425,1.51
GALICIA,2014,GALICIA2014,GALICIA2013,"53,981",988,271,,21.6525,-0.39
GALICIA,2015,GALICIA2015,GALICIA2014,"56,326","1,030","2,345",,19.3075,-2.345
GALICIA,2016,GALICIA2016,GALICIA2015,"58,449","1,069","2,123",,17.155,-2.1525
GALICIA,2017,GALICIA2017,GALICIA2016,"60,824","1,113","2,375",,15.6675,-1.4875
MADRID,1980,MADRID1980,MADRID1979,"13,457",100,0,0.007431077,12.535,0
MADRID,1981,MADRID1981,MADRID1980,"15,126",112,"1,669",,14.3525,1.8175
MADRID,1982,MADRID1982,MADRID1981,"17,858",133,"2,732",,14.5,0.1475
MADRID,1983,MADRID1983,MADRID1982,"20,673",154,"2,815",,16.7025,2.2025
MADRID,1984,MADRID1984,MADRID1983,"23,118",172,"2,445",,19.3875,2.685
MADRID,1985,MADRID1985,MADRID1984,"24,976",186,"1,858",,21.09,1.7025
MADRID,1986,MADRID1986,MADRID1985,"29,945",223,"4,969",,19.3525,-1.7375
MADRID,1987,MADRID1987,MADRID1986,"33,667",250,"3,722",,16.4325,-2.92
MADRID,1988,MADRID1988,MADRID1987,"37,095",276,"3,428",,16.14,-0.2925
MADRID,1989,MADRID1989,MADRID1988,"41,713",310,"4,618",,13,-3.14
MADRID,1990,MADRID1990,MADRID1989,"47,072",350,"5,359",,12.2325,-0.7675
MADRID,1991,MADRID1991,MADRID1990,"51,800",385,"4,728",,11.825,-0.4075
MADRID,1992,MADRID1992,MADRID1991,"56,015",416,"4,215",,12.96,1.135
MADRID,1993,MADRID1993,MADRID1992,"57,974",431,"1,959",,17.7675,4.8075
MADRID,1994,MADRID1994,MADRID1993,"61,927",460,"3,953",,20.57,2.8025
MADRID,1995,MADRID1995,MADRID1994,"67,181",499,"5,254",,20.465,-0.105
MADRID,1996,MADRID1996,MADRID1995,"71,130",529,"3,949",,20.1775,-0.2875
MADRID,1997,MADRID1997,MADRID1996,"85,385",635,"14,255",,17.9825,-2.195
MADRID,1998,MADRID1998,MADRID1997,"93,521",695,"8,136",,16.785,-1.1975
MADRID,1999,MADRID1999,MADRID1998,"101,371",753,"7,850",,12.9325,-3.8525
MADRID,2000,MADRID2000,MADRID1999,"111,205",826,"9,834",,11.5625,-1.37
MADRID,2001,MADRID2001,MADRID2000,"120,677",897,"9,472",,7.5725,-3.99
MADRID,2002,MADRID2002,MADRID2001,"129,375",961,"8,698",,7.28125,-0.29125
MADRID,2003,MADRID2003,MADRID2002,"138,528","1,029","9,153",,7.3675,0.08625
MADRID,2004,MADRID2004,MADRID2003,"148,809","1,106","10,281",,6.7375,-0.63
MADRID,2005,MADRID2005,MADRID2004,"160,663","1,194","11,854",,6.835,0.0975
MADRID,2006,MADRID2006,MADRID2005,"174,684","1,298","14,021",,6.3025,-0.5325
MADRID,2007,MADRID2007,MADRID2006,"186,500","1,386","11,816",,6.2425,-0.06
MADRID,2008,MADRID2008,MADRID2007,"193,050","1,435","6,550",,8.6,2.3575
MADRID,2009,MADRID2009,MADRID2008,"189,782","1,410","-3,268",,13.855,5.255
MADRID,2010,MADRID2010,MADRID2009,"197,970","1,471","8,188",,15.8425,1.9875
MADRID,2011,MADRID2011,MADRID2010,"198,979","1,479","1,009",,16.3375,0.495
MADRID,2012,MADRID2012,MADRID2011,"195,710","1,454","-3,269",,18.53,2.1925
MADRID,2013,MADRID2013,MADRID2012,"192,983","1,434","-2,727",,19.7625,1.2325
MADRID,2014,MADRID2014,MADRID2013,"195,191","1,450","2,208",,18.7475,-1.015
MADRID,2015,MADRID2015,MADRID2014,"203,602","1,513","8,411",,17.0575,-1.69
MADRID,2016,MADRID2016,MADRID2015,"211,528","1,572","7,926",,15.7125,-1.345
MADRID,2017,MADRID2017,MADRID2016,"219,976","1,635","8,448",,13.3425,-2.37
MELILLA,1980,MELILLA1980,MELILLA1979,237,100,0,0.421940928,0,0
MELILLA,1981,MELILLA1981,MELILLA1980,267,113,30,,0,0
MELILLA,1982,MELILLA1982,MELILLA1981,316,133,49,,0,0
MELILLA,1983,MELILLA1983,MELILLA1982,363,153,47,,0,0
MELILLA,1984,MELILLA1984,MELILLA1983,417,176,54,,0,0
MELILLA,1985,MELILLA1985,MELILLA1984,474,200,57,,0,0
MELILLA,1986,MELILLA1986,MELILLA1985,516,218,42,,0,0
MELILLA,1987,MELILLA1987,MELILLA1986,584,246,68,,0,0
MELILLA,1988,MELILLA1988,MELILLA1987,653,276,69,,25.08,25.08
MELILLA,1989,MELILLA1989,MELILLA1988,706,298,53,,29.685,4.605
MELILLA,1990,MELILLA1990,MELILLA1989,805,340,99,,30.02,0.335
MELILLA,1991,MELILLA1991,MELILLA1990,908,383,103,,29.3475,-0.6725
MELILLA,1992,MELILLA1992,MELILLA1991,963,406,55,,25.325,-4.0225
MELILLA,1993,MELILLA1993,MELILLA1992,"1,041",439,78,,24.0925,-1.2325
MELILLA,1994,MELILLA1994,MELILLA1993,"1,089",459,48,,28.9425,4.85
MELILLA,1995,MELILLA1995,MELILLA1994,"1,252",528,163,,30.595,1.6525
MELILLA,1996,MELILLA1996,MELILLA1995,"1,288",543,36,,28.98,-1.615
MELILLA,1997,MELILLA1997,MELILLA1996,678,286,-610,,27.0925,-1.8875
MELILLA,1998,MELILLA1998,MELILLA1997,740,312,62,,24.8975,-2.195
MELILLA,1999,MELILLA1999,MELILLA1998,800,338,60,,24.2275,-0.67
MELILLA,2000,MELILLA2000,MELILLA1999,864,365,64,,23.335,-0.8925
MELILLA,2001,MELILLA2001,MELILLA2000,918,387,54,,5.2475,-18.0875
MELILLA,2002,MELILLA2002,MELILLA2001,978,413,60,,4.84625,-0.40125
MELILLA,2003,MELILLA2003,MELILLA2002,"1,062",448,84,,8.355,3.50875
MELILLA,2004,MELILLA2004,MELILLA2003,"1,150",485,88,,17.5875,9.2325
MELILLA,2005,MELILLA2005,MELILLA2004,"1,241",524,91,,14.2575,-3.33
MELILLA,2006,MELILLA2006,MELILLA2005,"1,352",570,111,,13.6025,-0.655
MELILLA,2007,MELILLA2007,MELILLA2006,"1,435",605,83,,18.1725,4.57
MELILLA,2008,MELILLA2008,MELILLA2007,"1,506",635,71,,19.8925,1.72
MELILLA,2009,MELILLA2009,MELILLA2008,"1,509",637,3,,23.4675,3.575
MELILLA,2010,MELILLA2010,MELILLA2009,"1,423",600,-86,,22.7725,-0.695
MELILLA,2011,MELILLA2011,MELILLA2010,"1,425",601,2,,22.4075,-0.365
MELILLA,2012,MELILLA2012,MELILLA2011,"1,378",581,-47,,26.8575,4.45
MELILLA,2013,MELILLA2013,MELILLA2012,"1,394",588,16,,32.4075,5.55
MELILLA,2014,MELILLA2014,MELILLA2013,"1,403",592,9,,28.4,-4.0075
MELILLA,2015,MELILLA2015,MELILLA2014,"1,456",614,53,,33.9475,5.5475
MELILLA,2016,MELILLA2016,MELILLA2015,"1,491",629,35,,30.7775,-3.17
MELILLA,2017,MELILLA2017,MELILLA2016,"1,523",643,32,,27.615,-3.1625
MURCIA,1980,MURCIA1980,MURCIA1979,"2,186",100,0,0.045745654,9.8225,0
MURCIA,1981,MURCIA1981,MURCIA1980,"2,433",111,247,,12.55,2.7275
MURCIA,1982,MURCIA1982,MURCIA1981,"2,769",127,336,,15.285,2.735
MURCIA,1983,MURCIA1983,MURCIA1982,"3,245",148,476,,16.6225,1.3375
MURCIA,1984,MURCIA1984,MURCIA1983,"3,688",169,443,,16.86,0.2375
MURCIA,1985,MURCIA1985,MURCIA1984,"4,048",185,360,,20.51,3.65
MURCIA,1986,MURCIA1986,MURCIA1985,"4,834",221,786,,19.6425,-0.8675
MURCIA,1987,MURCIA1987,MURCIA1986,"5,357",245,523,,19.6425,0
MURCIA,1988,MURCIA1988,MURCIA1987,"5,812",266,455,,17.4875,-2.155
MURCIA,1989,MURCIA1989,MURCIA1988,"6,551",300,739,,16.43,-1.0575
MURCIA,1990,MURCIA1990,MURCIA1989,"7,517",344,966,,15.95,-0.48
MURCIA,1991,MURCIA1991,MURCIA1990,"8,141",372,624,,18.155,2.205
MURCIA,1992,MURCIA1992,MURCIA1991,"8,700",398,559,,20.965,2.81
MURCIA,1993,MURCIA1993,MURCIA1992,"8,918",408,218,,25.19,4.225
MURCIA,1994,MURCIA1994,MURCIA1993,"9,529",436,611,,25.5175,0.3275
MURCIA,1995,MURCIA1995,MURCIA1994,"10,077",461,548,,23.5525,-1.965
MURCIA,1996,MURCIA1996,MURCIA1995,"10,549",483,472,,23.555,0.0025
MURCIA,1997,MURCIA1997,MURCIA1996,"11,861",543,"1,312",,19.435,-4.12
MURCIA,1998,MURCIA1998,MURCIA1997,"12,796",585,935,,17.28,-2.155
MURCIA,1999,MURCIA1999,MURCIA1998,"13,719",628,923,,13.9025,-3.3775
MURCIA,2000,MURCIA2000,MURCIA1999,"15,202",695,"1,483",,12.7325,-1.17
MURCIA,2001,MURCIA2001,MURCIA2000,"16,577",758,"1,375",,10.66,-2.0725
MURCIA,2002,MURCIA2002,MURCIA2001,"18,054",826,"1,477",,11.33875,0.67875
MURCIA,2003,MURCIA2003,MURCIA2002,"19,703",901,"1,649",,10.7875,-0.55125
MURCIA,2004,MURCIA2004,MURCIA2003,"21,205",970,"1,502",,10.7275,-0.06
MURCIA,2005,MURCIA2005,MURCIA2004,"23,262","1,064","2,057",,8.0375,-2.69
MURCIA,2006,MURCIA2006,MURCIA2005,"25,208","1,153","1,946",,7.8775,-0.16
MURCIA,2007,MURCIA2007,MURCIA2006,"27,100","1,240","1,892",,7.54,-0.3375
MURCIA,2008,MURCIA2008,MURCIA2007,"28,164","1,288","1,064",,12.43,4.89
MURCIA,2009,MURCIA2009,MURCIA2008,"27,182","1,243",-982,,20.3275,7.8975
MURCIA,2010,MURCIA2010,MURCIA2009,"27,984","1,280",802,,22.8625,2.535
MURCIA,2011,MURCIA2011,MURCIA2010,"27,243","1,246",-741,,24.985,2.1225
MURCIA,2012,MURCIA2012,MURCIA2011,"26,548","1,214",-695,,27.615,2.63
MURCIA,2013,MURCIA2013,MURCIA2012,"26,479","1,211",-69,,28.98,1.365
MURCIA,2014,MURCIA2014,MURCIA2013,"26,612","1,217",133,,26.585,-2.395
MURCIA,2015,MURCIA2015,MURCIA2014,"28,212","1,291","1,600",,24.615,-1.97
MURCIA,2016,MURCIA2016,MURCIA2015,"29,171","1,334",959,,19.7825,-4.8325
MURCIA,2017,MURCIA2017,MURCIA2016,"30,344","1,388","1,173",,18.0325,-1.75
NACIONAL,1980,NACIONAL1980,NACIONAL1979,"91,161",100,0,0.00109696,11.415,0
NACIONAL,1981,NACIONAL1981,NACIONAL1980,"102,441",112,"11,280",,14.03,2.615
NACIONAL,1982,NACIONAL1982,NACIONAL1981,"118,535",130,"16,094",,15.845,1.815
NACIONAL,1983,NACIONAL1983,NACIONAL1982,"135,419",149,"16,884",,17.3275,1.4825
NACIONAL,1984,NACIONAL1984,NACIONAL1983,"153,376",168,"17,957",,20.08,2.7525
NACIONAL,1985,NACIONAL1985,NACIONAL1984,"169,491",186,"16,115",,21.4525,1.3725
NACIONAL,1986,NACIONAL1986,NACIONAL1985,"194,271",213,"24,780",,20.975,-0.4775
NACIONAL,1987,NACIONAL1987,NACIONAL1986,"217,230",238,"22,959",,20.2225,-0.7525
NACIONAL,1988,NACIONAL1988,NACIONAL1987,"241,359",265,"24,129",,19.2375,-0.985
NACIONAL,1989,NACIONAL1989,NACIONAL1988,"270,721",297,"29,362",,17.24,-1.9975
NACIONAL,1990,NACIONAL1990,NACIONAL1989,"301,379",331,"30,658",,16.2375,-1.0025
NACIONAL,1991,NACIONAL1991,NACIONAL1990,"330,120",362,"28,741",,16.3125,0.075
NACIONAL,1992,NACIONAL1992,NACIONAL1991,"355,228",390,"25,108",,18.3525,2.04
NACIONAL,1993,NACIONAL1993,NACIONAL1992,"366,332",402,"11,104",,22.64,4.2875
NACIONAL,1994,NACIONAL1994,NACIONAL1993,"389,525",427,"23,193",,24.1175,1.4775
NACIONAL,1995,NACIONAL1995,NACIONAL1994,"419,387",460,"29,862",,22.9,-1.2175
NACIONAL,1996,NACIONAL1996,NACIONAL1995,"443,206",486,"23,819",,22.08,-0.82
NACIONAL,1997,NACIONAL1997,NACIONAL1996,"468,168",514,"24,962",,20.61,-1.47
NACIONAL,1998,NACIONAL1998,NACIONAL1997,"554,042",608,"85,874",,18.605,-2.005
NACIONAL,1999,NACIONAL1999,NACIONAL1998,"594,316",652,"40,274",,15.64,-2.965
NACIONAL,2000,NACIONAL2000,NACIONAL1999,"646,250",709,"51,934",,13.8725,-1.7675
NACIONAL,2001,NACIONAL2001,NACIONAL2000,"699,528",767,"53,278",,10.5525,-3.32
NACIONAL,2002,NACIONAL2002,NACIONAL2001,"749,288",822,"49,760",,11.4625,0.91
NACIONAL,2003,NACIONAL2003,NACIONAL2002,"803,472",881,"54,184",,11.485,0.0225
NACIONAL,2004,NACIONAL2004,NACIONAL2003,"861,420",945,"57,948",,10.965,-0.52
NACIONAL,2005,NACIONAL2005,NACIONAL2004,"930,566","1,021","69,146",,9.1525,-1.8125
NACIONAL,2006,NACIONAL2006,NACIONAL2005,"1,007,974","1,106","77,408",,8.4525,-0.7
NACIONAL,2007,NACIONAL2007,NACIONAL2006,"1,080,807","1,186","72,833",,8.2325,-0.22
NACIONAL,2008,NACIONAL2008,NACIONAL2007,"1,116,225","1,224","35,418",,11.245,3.0125
NACIONAL,2009,NACIONAL2009,NACIONAL2008,"1,079,052","1,184","-37,173",,17.855,6.61
NACIONAL,2010,NACIONAL2010,NACIONAL2009,"1,080,935","1,186","1,883",,19.8575,2.0025
NACIONAL,2011,NACIONAL2011,NACIONAL2010,"1,070,449","1,174","-10,486",,21.39,1.5325
NACIONAL,2012,NACIONAL2012,NACIONAL2011,"1,039,815","1,141","-30,634",,24.7875,3.3975
NACIONAL,2013,NACIONAL2013,NACIONAL2012,"1,025,693","1,125","-14,122",,26.095,1.3075
NACIONAL,2014,NACIONAL2014,NACIONAL2013,"1,037,820","1,138","12,127",,24.4425,-1.6525
NACIONAL,2015,NACIONAL2015,NACIONAL2014,"1,081,165","1,186","43,345",,22.0575,-2.385
NACIONAL,2016,NACIONAL2016,NACIONAL2015,"1,118,743","1,227","37,578",,19.635,-2.4225
NACIONAL,2017,NACIONAL2017,NACIONAL2016,"1,166,319","1,279","47,576",,17.225,-2.41
NAVARRA,1980,NAVARRA1980,NAVARRA1979,"1,581",100,0,0.063251107,11.87,0
NAVARRA,1981,NAVARRA1981,NAVARRA1980,"1,826",115,245,,13.03,1.16
NAVARRA,1982,NAVARRA1982,NAVARRA1981,"2,054",130,228,,13.38,0.35
NAVARRA,1983,NAVARRA1983,NAVARRA1982,"2,291",145,237,,15.5175,2.1375
NAVARRA,1984,NAVARRA1984,NAVARRA1983,"2,548",161,257,,16.23,0.7125
NAVARRA,1985,NAVARRA1985,NAVARRA1984,"2,784",176,236,,18.7375,2.5075
NAVARRA,1986,NAVARRA1986,NAVARRA1985,"3,174",201,390,,18.0975,-0.64
NAVARRA,1987,NAVARRA1987,NAVARRA1986,"3,700",234,526,,16.42,-1.6775
NAVARRA,1988,NAVARRA1988,NAVARRA1987,"3,996",253,296,,14.4075,-2.0125
NAVARRA,1989,NAVARRA1989,NAVARRA1988,"4,653",294,657,,12.595,-1.8125
NAVARRA,1990,NAVARRA1990,NAVARRA1989,"4,984",315,331,,11.6575,-0.9375
NAVARRA,1991,NAVARRA1991,NAVARRA1990,"5,461",345,477,,10.6475,-1.01
NAVARRA,1992,NAVARRA1992,NAVARRA1991,"5,842",370,381,,11.4725,0.825
NAVARRA,1993,NAVARRA1993,NAVARRA1992,"5,931",375,89,,14.1325,2.66
NAVARRA,1994,NAVARRA1994,NAVARRA1993,"6,301",399,370,,14.62,0.4875
NAVARRA,1995,NAVARRA1995,NAVARRA1994,"6,849",433,548,,13.1425,-1.4775
NAVARRA,1996,NAVARRA1996,NAVARRA1995,"7,214",456,365,,11.7,-1.4425
NAVARRA,1997,NAVARRA1997,NAVARRA1996,"8,757",554,"1,543",,10.13,-1.57
NAVARRA,1998,NAVARRA1998,NAVARRA1997,"9,319",589,562,,10.085,-0.045
NAVARRA,1999,NAVARRA1999,NAVARRA1998,"9,977",631,658,,8.195,-1.89
NAVARRA,2000,NAVARRA2000,NAVARRA1999,"10,933",692,956,,5.645,-2.55
NAVARRA,2001,NAVARRA2001,NAVARRA2000,"11,643",736,710,,4.85,-0.795
NAVARRA,2002,NAVARRA2002,NAVARRA2001,"12,458",788,815,,5.77375,0.92375
NAVARRA,2003,NAVARRA2003,NAVARRA2002,"13,307",842,849,,5.7975,0.02375
NAVARRA,2004,NAVARRA2004,NAVARRA2003,"14,266",902,959,,5.5725,-0.225
NAVARRA,2005,NAVARRA2005,NAVARRA2004,"15,391",973,"1,125",,5.655,0.0825
NAVARRA,2006,NAVARRA2006,NAVARRA2005,"16,576","1,048","1,185",,5.375,-0.28
NAVARRA,2007,NAVARRA2007,NAVARRA2006,"17,732","1,122","1,156",,4.72,-0.655
NAVARRA,2008,NAVARRA2008,NAVARRA2007,"18,481","1,169",749,,6.83,2.11
NAVARRA,2009,NAVARRA2009,NAVARRA2008,"18,183","1,150",-298,,10.8325,4.0025
NAVARRA,2010,NAVARRA2010,NAVARRA2009,"18,257","1,155",74,,11.9025,1.07
NAVARRA,2011,NAVARRA2011,NAVARRA2010,"18,221","1,152",-36,,12.9875,1.085
NAVARRA,2012,NAVARRA2012,NAVARRA2011,"17,573","1,112",-648,,16.1625,3.175
NAVARRA,2013,NAVARRA2013,NAVARRA2012,"17,481","1,106",-92,,17.93,1.7675
NAVARRA,2014,NAVARRA2014,NAVARRA2013,"17,836","1,128",355,,15.71,-2.22
NAVARRA,2015,NAVARRA2015,NAVARRA2014,"18,564","1,174",728,,13.8275,-1.8825
NAVARRA,2016,NAVARRA2016,NAVARRA2015,"19,152","1,211",588,,12.485,-1.3425
NAVARRA,2017,NAVARRA2017,NAVARRA2016,"19,827","1,254",675,,10.2375,-2.2475
RIOJA,1980,RIOJA1980,RIOJA1979,711,100,0,0.140646976,5.1975,0
RIOJA,1981,RIOJA1981,RIOJA1980,817,115,106,,7.4525,2.255
RIOJA,1982,RIOJA1982,RIOJA1981,950,134,133,,10.995,3.5425
RIOJA,1983,RIOJA1983,RIOJA1982,"1,120",158,170,,11.26,0.265
RIOJA,1984,RIOJA1984,RIOJA1983,"1,264",178,144,,13.8225,2.5625
RIOJA,1985,RIOJA1985,RIOJA1984,"1,518",214,254,,17.4775,3.655
RIOJA,1986,RIOJA1986,RIOJA1985,"1,545",217,27,,15.94,-1.5375
RIOJA,1987,RIOJA1987,RIOJA1986,"1,644",231,99,,13.3675,-2.5725
RIOJA,1988,RIOJA1988,RIOJA1987,"1,827",257,183,,13.3675,0
RIOJA,1989,RIOJA1989,RIOJA1988,"2,034",286,207,,9.9075,-3.46
RIOJA,1990,RIOJA1990,RIOJA1989,"2,273",320,239,,8.33,-1.5775
RIOJA,1991,RIOJA1991,RIOJA1990,"2,495",351,222,,9.695,1.365
RIOJA,1992,RIOJA1992,RIOJA1991,"2,689",378,194,,13.5325,3.8375
RIOJA,1993,RIOJA1993,RIOJA1992,"2,760",388,71,,14.49,0.9575
RIOJA,1994,RIOJA1994,RIOJA1993,"2,958",416,198,,16.97,2.48
RIOJA,1995,RIOJA1995,RIOJA1994,"3,146",442,188,,16.0925,-0.8775
RIOJA,1996,RIOJA1996,RIOJA1995,"3,300",464,154,,14.1,-1.9925
RIOJA,1997,RIOJA1997,RIOJA1996,"3,856",542,556,,11.5525,-2.5475
RIOJA,1998,RIOJA1998,RIOJA1997,"4,117",579,261,,11.245,-0.3075
RIOJA,1999,RIOJA1999,RIOJA1998,"4,396",618,279,,8.125,-3.12
RIOJA,2000,RIOJA2000,RIOJA1999,"4,800",675,404,,8.0275,-0.0975
RIOJA,2001,RIOJA2001,RIOJA2000,"5,121",720,321,,4.52,-3.5075
RIOJA,2002,RIOJA2002,RIOJA2001,"5,417",762,296,,7.03625,2.51625
RIOJA,2003,RIOJA2003,RIOJA2002,"5,867",825,450,,6.0325,-1.00375
RIOJA,2004,RIOJA2004,RIOJA2003,"6,224",875,357,,5.9475,-0.085
RIOJA,2005,RIOJA2005,RIOJA2004,"6,695",942,471,,6.375,0.4275
RIOJA,2006,RIOJA2006,RIOJA2005,"7,247","1,019",552,,6.1125,-0.2625
RIOJA,2007,RIOJA2007,RIOJA2006,"7,763","1,092",516,,5.7675,-0.345
RIOJA,2008,RIOJA2008,RIOJA2007,"8,037","1,130",274,,7.8925,2.125
RIOJA,2009,RIOJA2009,RIOJA2008,"7,843","1,103",-194,,12.6475,4.755
RIOJA,2010,RIOJA2010,RIOJA2009,"8,014","1,127",171,,14.145,1.4975
RIOJA,2011,RIOJA2011,RIOJA2010,"7,913","1,113",-101,,17.2075,3.0625
RIOJA,2012,RIOJA2012,RIOJA2011,"7,655","1,077",-258,,20.5675,3.36
RIOJA,2013,RIOJA2013,RIOJA2012,"7,517","1,057",-138,,20.035,-0.5325
RIOJA,2014,RIOJA2014,RIOJA2013,"7,647","1,076",130,,18.16,-1.875
RIOJA,2015,RIOJA2015,RIOJA2014,"7,856","1,105",209,,15.3825,-2.7775
RIOJA,2016,RIOJA2016,RIOJA2015,"7,915","1,113",59,,13.535,-1.8475
RIOJA,2017,RIOJA2017,RIOJA2016,"8,137","1,144",222,,11.9925,-1.5425
VALENCIA,1980,VALENCIA1980,VALENCIA1979,"9,084",100,0,0.011008366,9.71,0
VALENCIA,1981,VALENCIA1981,VALENCIA1980,"10,485",115,"1,401",,13.3325,3.6225
VALENCIA,1982,VALENCIA1982,VALENCIA1981,"11,770",130,"1,285",,16.765,3.4325
VALENCIA,1983,VALENCIA1983,VALENCIA1982,"13,583",150,"1,813",,17.2675,0.5025
VALENCIA,1984,VALENCIA1984,VALENCIA1983,"15,535",171,"1,952",,19.49,2.2225
VALENCIA,1985,VALENCIA1985,VALENCIA1984,"17,229",190,"1,694",,20.795,1.305
VALENCIA,1986,VALENCIA1986,VALENCIA1985,"19,212",211,"1,983",,19.535,-1.26
VALENCIA,1987,VALENCIA1987,VALENCIA1986,"21,472",236,"2,260",,18.9375,-0.5975
VALENCIA,1988,VALENCIA1988,VALENCIA1987,"23,690",261,"2,218",,17.1375,-1.8
VALENCIA,1989,VALENCIA1989,VALENCIA1988,"26,592",293,"2,902",,15.4625,-1.675
VALENCIA,1990,VALENCIA1990,VALENCIA1989,"29,754",328,"3,162",,14.255,-1.2075
VALENCIA,1991,VALENCIA1991,VALENCIA1990,"32,662",360,"2,908",,15.6275,1.3725
VALENCIA,1992,VALENCIA1992,VALENCIA1991,"34,966",385,"2,304",,19.1,3.4725
VALENCIA,1993,VALENCIA1993,VALENCIA1992,"35,965",396,999,,23.5725,4.4725
VALENCIA,1994,VALENCIA1994,VALENCIA1993,"37,915",417,"1,950",,24.5925,1.02
VALENCIA,1995,VALENCIA1995,VALENCIA1994,"40,342",444,"2,427",,22.4825,-2.11
VALENCIA,1996,VALENCIA1996,VALENCIA1995,"42,304",466,"1,962",,21.62,-0.8625
VALENCIA,1997,VALENCIA1997,VALENCIA1996,"48,191",531,"5,887",,19.8875,-1.7325
VALENCIA,1998,VALENCIA1998,VALENCIA1997,"52,007",573,"3,816",,16.4675,-3.42
VALENCIA,1999,VALENCIA1999,VALENCIA1998,"55,905",615,"3,898",,13.7125,-2.755
VALENCIA,2000,VALENCIA2000,VALENCIA1999,"60,985",671,"5,080",,11.595,-2.1175
VALENCIA,2001,VALENCIA2001,VALENCIA2000,"66,477",732,"5,492",,9.4375,-2.1575
VALENCIA,2002,VALENCIA2002,VALENCIA2001,"71,280",785,"4,803",,10.7925,1.355
VALENCIA,2003,VALENCIA2003,VALENCIA2002,"76,243",839,"4,963",,11.2425,0.45
VALENCIA,2004,VALENCIA2004,VALENCIA2003,"81,873",901,"5,630",,10.4575,-0.785
VALENCIA,2005,VALENCIA2005,VALENCIA2004,"88,452",974,"6,579",,8.88,-1.5775
VALENCIA,2006,VALENCIA2006,VALENCIA2005,"96,040","1,057","7,588",,8.335,-0.545
VALENCIA,2007,VALENCIA2007,VALENCIA2006,"102,478","1,128","6,438",,8.735,0.4
VALENCIA,2008,VALENCIA2008,VALENCIA2007,"105,834","1,165","3,356",,11.9775,3.2425
VALENCIA,2009,VALENCIA2009,VALENCIA2008,"101,793","1,121","-4,041",,20.7625,8.785
VALENCIA,2010,VALENCIA2010,VALENCIA2009,"102,329","1,126",536,,22.8575,2.095
VALENCIA,2011,VALENCIA2011,VALENCIA2010,"100,665","1,108","-1,664",,23.985,1.1275
VALENCIA,2012,VALENCIA2012,VALENCIA2011,"96,428","1,062","-4,237",,27.19,3.205
VALENCIA,2013,VALENCIA2013,VALENCIA2012,"95,247","1,049","-1,181",,28.05,0.86
VALENCIA,2014,VALENCIA2014,VALENCIA2013,"97,310","1,071","2,063",,25.8125,-2.2375
VALENCIA,2015,VALENCIA2015,VALENCIA2014,"100,775","1,109","3,465",,22.78,-3.0325
VALENCIA,2016,VALENCIA2016,VALENCIA2015,"104,632","1,152","3,857",,20.615,-2.165
VALENCIA,2017,VALENCIA2017,VALENCIA2016,"108,781","1,198","4,149",,18.1775,-2.4375
